import_offset,address,admin_ward,bite_number_ratings,bite_user_rating,facilities,keywords,last_scraped,latitude,longitude,name,nearby_train_stations,nearby_tube_stations,parliamentary_constituency,postcode,source_pub_id,source_url,website
3275,"9 Abbotsbury road, Morden, London, Surrey, SM4 5LH",Ravensbury,2.0,6.5,,,1498831309,51.4028945780702,-0.191819241035245,The Royal Surrey pub,[],,Mitcham and Morden,SM4 5LH,44092,http://www.beerintheevening.com/pubs/s/44/44092/Royal_Surrey_pub/Morden,http://www.lemonrock.com/royalsurreypub
3276,"9 Abbotsbury road, Morden, London, Surrey, SM4 5LH",Ravensbury,2.0,4.0,,,1498831309,51.4028945780702,-0.191819241035245,The Royal Surrey pub,[],,Mitcham and Morden,SM4 5LH,44086,http://www.beerintheevening.com/pubs/s/44/44086/Royal_Surrey_pub/Morden,http://www.lemonrock.com/royalsurreypub
3277,"9 Abbotsbury road, Morden, London, Surrey, SM4 5LH",Ravensbury,2.0,5.5,,,1498831309,51.4028945780702,-0.191819241035245,The Royal Surrey pub,[],,Mitcham and Morden,SM4 5LH,44078,http://www.beerintheevening.com/pubs/s/44/44078/Royal_Surrey_pub/Morden,http://www.lemonrock.com/royalsurreypub
3278,"1, St. Alphage Highwalk, London, EC2Y 5EL",,7.0,5.1,Dartboard;Table football,pub: 6;good: 4;city: 4;sport: 3;back: 2;work: 2;place: 2;go: 2;following: 2;well: 2;went: 2;screens: 2;plenty: 2;night: 2;though: 2,1498831309,,,The Podium,[],Moorgate;Barbican;St. Pauls,,EC2Y 5EL,2180,http://www.beerintheevening.com/pubs/s/21/2180/Podium/Moorgate,
3279,"12-24 Masons Avenue, London, EC2V 5BT",Coleman Street,,,Sky TV;Food served;Real ale,pub: 37;good: 21;nice: 14;neame: 13;one: 11;beer: 11;place: 11;bit: 10;great: 10;shepherd: 10;city: 10;little: 9;old: 9;worth: 9;spitfire: 9,1498831310,51.5157155138394,-0.0903134565799994,The Old Doctor Butler's Head,[],Bank;Moorgate;Mansion House,Cities of London and Westminster,EC2V 5BT,3767,http://www.beerintheevening.com/pubs/s/37/3767/Old_Doctor_Butlers_Head/Moorgate,
3280,"64 London Wall, London, EC2M 5TP",Broad Street,,,TV;Food served,lunchtime: 3;pub: 3;still: 3;bar: 3;london: 2;away: 2;work: 2;poured: 2;clientele: 2;quick: 2;well: 2;dont: 2;pretty: 2;barmaid: 2;ok: 2,1498831310,51.5168366307711,-0.0868217923687633,O'Neills,[],Moorgate;Liverpool Street;Bank,Cities of London and Westminster,EC2M 5TP,15117,http://www.beerintheevening.com/pubs/s/15/15117/ONeills/Moorgate,
3281,"12a Finsbury Square, London, EC2A 1AN",Bunhill,,,Quiz machines;Food served;Credit cards accepted;Smoking area,pub: 15;food: 12;beer: 11;bar: 11;pint: 9;staff: 9;good: 9;overpriced: 8;always: 7;great: 7;area: 7;one: 6;youngs: 6;better: 6;city: 6,1498831310,51.5217473855399,-0.0874232126364853,The Master Gunner,[],Moorgate;Old Street;Liverpool Street,Islington South and Finsbury,EC2A 1AN,8346,http://www.beerintheevening.com/pubs/s/83/8346/Master_Gunner/Moorgate,
3282,"127, Eric St, London, E3 4SR",Mile End,31.0,6.5,,pub: 45;real: 19;end: 18;friendly: 16;would: 14;east: 13;small: 12;one: 11;ale: 11;place: 11;good: 11;great: 10;london: 10;local: 9;bar: 9,1498831311,51.5238772493565,-0.0335063200925494,The Wentworth Arms,[],Mile End;Bow Road;Stepney Green,Poplar and Limehouse,E3 4SR,16921,http://www.beerintheevening.com/pubs/s/16/16921/Wentworth_Arms/Mile_End,
3283,"Haverfield Road, Bow, London, E3 5BH",Bow West,75.0,6.5,,pub: 86;end: 34;place: 32;would: 28;people: 28;bar: 27;great: 27;landlord: 27;good: 27;east: 26;time: 24;water: 24;one: 23;like: 23;old: 22,1498831311,51.5288114040278,-0.0392479915450706,The Palm Tree,[],Mile End;Stepney Green;Bow Road,Bethnal Green and Bow,E3 5BH,3808,http://www.beerintheevening.com/pubs/s/38/3808/Palm_Tree/Mile_End,
3284,"13 All Hallows Lane, London, EC4R 3UL",Dowgate,4.0,4.5,Food served,efficient: 2;bar: 2;great: 1;theres: 1;hallows: 1;inside: 1;loose: 1;service: 1;pubbar: 1;staff: 1;extremely: 1;crowd: 1;lunchtimes: 1;lane: 1;cannon: 1,1498831311,51.510000368655,-0.0905668688265926,Fifteen05,[],Cannon Street;Monument;Mansion House,Cities of London and Westminster,EC4R 3UL,7015,http://www.beerintheevening.com/pubs/s/70/7015/Fifteen05/Monument,
3285,"420, Watford Way, Mill Hill, London, NW7 2QJ",Mill Hill,5.0,2.6,,moan: 3;sells: 1;used: 1;good: 1;poor: 1;pub: 1;prices: 1;exhorbitant: 1;closed: 1;restaurant: 1;supposed: 1;food: 1;one: 1;pubs: 1;bar: 1,1498831311,51.6025129506257,-0.235784109882315,The Artful Dodger,[],,Hendon,NW7 2QJ,8098,http://www.beerintheevening.com/pubs/s/80/8098/Artful_Dodger/Mill_Hill,
3286,"20 Reeves Road, London, E3 3PH",Bromley South,8.0,8.5,,pub: 7;good: 6;area: 6;real: 6;ale: 6;millie: 4;one: 4;local: 4;always: 4;friendly: 4;like: 3;beer: 3;devons: 3;pubs: 3;shame: 3,1498831311,51.5234207583159,-0.0165445631830844,The Old Duke Of Cambridge,[],Bromley-by-Bow;Bow Road;Mile End,Poplar and Limehouse,E3 3PH,30865,http://www.beerintheevening.com/pubs/s/30/30865/Old_Duke_Of_Cambridge/Mile_End,
3287,"The Ridgeway, Mill Hill Village, London, NW7 1RL",Mill Hill,29.0,5.2,,pub: 51;good: 25;place: 22;beer: 21;well: 18;staff: 16;food: 15;pubs: 15;would: 14;nice: 14;one: 13;pint: 13;garden: 13;people: 12;adam: 12,1498831311,51.6164651920088,-0.218270755119697,The Adam and Eve,[],,Hendon,NW7 1RL,3566,http://www.beerintheevening.com/pubs/s/35/3566/Adam_and_Eve/Mill_Hill,
3288,"110 Grove Road, Mile End, London, E3 5TH",Bow West,,,,,1498831311,51.5306177852107,-0.0397182486700971,The Victoria,[],Mile End;Stepney Green;Bow Road,Bethnal Green and Bow,E3 5TH,44930,http://www.beerintheevening.com/pubs/s/44/44930/Victoria/Mile_End,
3289,"288 Mile End Road, Mile End, London, London, E3 4PH",Mile End,,,,mile: 3;something: 2;called: 2;end: 2;time: 2;even: 2;comes: 2;matter: 2;flautist: 1;views: 1;road: 1;idiom: 1;easy: 1;cornucopia: 1;past: 1,1498831311,51.5253109693276,-0.0326660806303349,Virtual,[],Mile End;Bow Road;Stepney Green,Poplar and Limehouse,E3 4PH,32077,http://www.beerintheevening.com/pubs/s/32/32077/Virtual/Mile_End,
3290,"2, Old Park Lane, London, W1K 1QN",West End,,,Sky TV;Pool table;Food served;Real ale,pub: 29;food: 10;bar: 10;staff: 9;nice: 8;pubs: 7;back: 7;didnt: 6;manager: 6;chips: 6;people: 6;friends: 5;guy: 5;rock: 5;hard: 5,1498831311,51.5041111839527,-0.148954150096127,The Rose and Crown,[],Hyde Park Corner;Green Park;Knightsbridge,Cities of London and Westminster,W1K 1QN,637,http://www.beerintheevening.com/pubs/s/63/637/Rose_and_Crown/Mayfair,
3291,"50, Davies Street, London, W1K 5JF",West End,,,Food served;Outside seating,pub: 7;food: 6;two: 6;place: 5;street: 4;bar: 4;oxford: 4;evening: 4;enough: 4;last: 3;good: 3;didnt: 3;nice: 3;shopping: 3;back: 3,1498831312,51.513600285436,-0.148511864520427,The Running Horse,[],Bond Street;Oxford Circus;Marble Arch,Cities of London and Westminster,W1K 5JF,7039,http://www.beerintheevening.com/pubs/s/70/7039/Running_Horse/Mayfair,
3292,"4-6, Lancashire Court, London, W1S 1EY",West End,6.0,6.0,Food served;Cocktails,good: 4;busy: 3;great: 3;bar: 3;pretty: 2;really: 2;staff: 2;street: 1;midweek: 1;chest: 1;high: 1;bit: 1;pretentious: 1;surrounded: 1;ignore: 1,1498831312,51.5126913641385,-0.145623112044542,The Rocket,[],Bond Street;Oxford Circus;Green Park,Cities of London and Westminster,W1S 1EY,5252,http://www.beerintheevening.com/pubs/s/52/5252/Rocket/Mayfair,
3293,"41 Farm Street, Mayfair, London, W1J 5RP",,,,Sky TV;Food served;Real ale;Air conditioning,pub: 53;good: 28;place: 19;mayfair: 15;pint: 14;staff: 13;expensive: 12;bar: 12;much: 11;one: 10;area: 10;would: 10;like: 10;beer: 9;busy: 9,1498831312,,,The Punch Bowl,[],Green Park;Bond Street;Hyde Park Corner,,W1J 5RP,2681,http://www.beerintheevening.com/pubs/s/26/2681/Punch_Bowl/Mayfair,
3294,"1 Waverton Street, Mayfair, London, W1X 7FJ",,,,Food served;Real ale,pub: 23;good: 12;mayfair: 8;london: 8;great: 8;place: 7;quite: 7;back: 7;staff: 7;little: 6;kept: 6;bar: 6;street: 5;one: 5;well: 5,1498831312,,,The Red Lion,[],Green Park;Hyde Park Corner;Bond Street,,,3085,http://www.beerintheevening.com/pubs/s/30/3085/Red_Lion/Mayfair,
3295,"10 Pollen Street, London, W1S 1NQ",,11.0,4.9,,get: 4;pitcher: 4;staff: 4;friendly: 3;service: 3;great: 3;piano: 3;one: 2;work: 2;atmosphere: 2;nice: 2;always: 2;good: 2;know: 2;every: 2,1498831312,,,The Pitcher and Piano,[],Oxford Circus;Bond Street;Piccadilly Circus,,W1S 1NQ,15199,http://www.beerintheevening.com/pubs/s/15/15199/Pitcher_and_Piano/Mayfair,
3296,"13-14, Cork St, London, W1S 3NS",West End,,,Sky TV;Food served,guinness: 17;irish: 11;bar: 9;pub: 9;london: 8;pint: 8;place: 8;friends: 7;mayfair: 6;well: 6;best: 6;one: 5;really: 5;food: 5;good: 5,1498831312,51.5099801862195,-0.141366668518356,Mulligans of Mayfair,[],Green Park;Piccadilly Circus;Oxford Circus,Cities of London and Westminster,W1S 3NS,2871,http://www.beerintheevening.com/pubs/s/28/2871/Mulligans_of_Mayfair/Mayfair,
3297,"40-42 Brendon Street, Marylebone, London, W1H 5HE",Bryanston and Dorset Square,,,Food served;Sunday roast;Real ale;Outside seating,pub: 37;youngs: 21;good: 19;staff: 17;friendly: 16;food: 13;one: 10;beer: 10;bar: 10;ribs: 9;area: 9;atmosphere: 8;would: 7;nice: 7;best: 7,1498831312,51.5177748336732,-0.1652351278017,The Wargrave Arms,[],Edgware Road;Marylebone;Marble Arch,Cities of London and Westminster,W1H 5HE,6405,http://www.beerintheevening.com/pubs/s/64/6405/Wargrave_Arms/Marylebone,
3298,"4, Brendon St, London, W1H 5HE",Bryanston and Dorset Square,,,,pub: 9;place: 8;good: 7;nice: 5;old: 4;local: 4;better: 4;great: 4;beer: 4;food: 4;feel: 4;area: 4;joe: 4;pleasant: 3;evenings: 3,1498831312,51.5177748336732,-0.1652351278017,The Victory,[],Edgware Road;Marylebone;Marble Arch,Cities of London and Westminster,W1H 5HE,8464,http://www.beerintheevening.com/pubs/s/84/8464/Victory/Marylebone,
3299,"88/90 George Street, London, W1U 8NW",,,,Food served;Credit cards accepted,food: 11;bar: 11;good: 10;place: 9;pub: 8;would: 7;great: 7;like: 7;staff: 7;work: 6;nice: 6;one: 5;really: 5;area: 5;night: 5,1498831313,,,The Union,[],Marble Arch;Baker Street;Bond Street,,W1U 8NW,4287,http://www.beerintheevening.com/pubs/s/42/4287/Union/Marylebone,
3300,"44 Blandford Street, London, W1H 3HB",,,,Food served;Real ale;Outside seating,pub: 31;pint: 12;pride: 11;good: 10;great: 9;bar: 9;back: 9;london: 8;old: 8;place: 8;area: 8;dark: 7;windows: 7;couple: 7;one: 6,1498831313,,,The Tudor Rose,[],Baker Street;Bond Street;Marble Arch,,W1H 3HB,4288,http://www.beerintheevening.com/pubs/s/42/4288/Tudor_Rose/Marylebone,
3301,"Wimpole Street, Marylebone, London, W1G 0EH",Marylebone High Street,,,,,1498831313,51.5159492412679,-0.147494190781002,The Toucan,[],Bond Street;Oxford Circus;Marble Arch,Cities of London and Westminster,W1G 0EH,41565,http://www.beerintheevening.com/pubs/s/41/41565/Toucan/Marylebone,
3302,"29a Enford Street, Marylebone, London, W1H 1DG",Bryanston and Dorset Square,,,Karaoke;Food served;Outside seating,pub: 33;food: 15;good: 15;great: 14;friendly: 11;like: 9;nice: 9;pint: 8;rugby: 8;ales: 8;little: 7;bit: 7;marylebone: 7;pride: 7;place: 7,1498831314,51.5203278194251,-0.162307335254238,The Thornbury Castle,[],Marylebone;Baker Street;Edgware Road,Cities of London and Westminster,W1H 1DG,15695,http://www.beerintheevening.com/pubs/s/15/15695/Thornbury_Castle/Marylebone,
3303,"56, Blandford St, London, W1U 7JA",Marylebone High Street,20.0,6.0,TV;Food served,good: 12;bar: 10;food: 9;place: 8;friendly: 8;staff: 8;great: 7;get: 6;sport: 5;nice: 5;pint: 5;though: 5;busy: 4;one: 4;really: 4,1498831314,51.5184481247803,-0.154844659575831,The Thai Bok Bar,[],Baker Street;Marble Arch;Bond Street,Cities of London and Westminster,W1U 7JA,14965,http://www.beerintheevening.com/pubs/s/14/14965/Thai_Bok_Bar/Marylebone,
3304,"74-76 York Street, Marylebone, London, W1H 1QN",Bryanston and Dorset Square,,,,london: 2;background: 1;gents: 1;pub: 1;burgershack: 1;choice: 1;main: 1;oak: 1;corner: 1;tastefully: 1;much: 1;houses: 1;side: 1;marylebone: 1;royal: 1,1498831314,51.52009664521,-0.162475196736232,The Temperance,[],Marylebone;Baker Street;Edgware Road,Cities of London and Westminster,W1H 1QN,39600,http://www.beerintheevening.com/pubs/s/39/39600/Temperance/Marylebone,
3305,"21a Devonshire Street, London, W1G 6PD",Marylebone High Street,17.0,4.8,,pub: 15;pint: 8;bar: 7;abbot: 6;one: 5;well: 5;food: 5;cold: 5;beer: 5;nice: 5;expensive: 4;glass: 4;ipa: 4;thai: 4;though: 4,1498831314,51.5216718494731,-0.148847585812002,Inn 1888,[],Regent's Park;Baker Street;Great Portland Street,Cities of London and Westminster,W1G 6PD,28400,http://www.beerintheevening.com/pubs/s/28/28400/Inn_1888/Marylebone,
3306,"14 Seymour Place, Marylebone, London, W1H 7NF",Bryanston and Dorset Square,,,,,1498831314,51.5148763082807,-0.1610278464048,Imbiss,[],Marble Arch;Bond Street;Marylebone,Cities of London and Westminster,W1H 7NF,36876,http://www.beerintheevening.com/pubs/s/36/36876/Imbiss/Marylebone,
3307,"21 Balcombe Street, London, NW1 6HE",Bryanston and Dorset Square,,,Food served;Real ale;Function room for hire,pub: 35;food: 24;good: 24;thai: 16;like: 13;water: 13;staff: 12;bar: 12;friendly: 12;well: 11;nice: 11;hobgoblin: 10;really: 9;dont: 9;pint: 9,1498831314,51.5235219281331,-0.161847195928,The Hobgoblin,[],Marylebone;Baker Street;Edgware Road,Cities of London and Westminster,NW1 6HE,11799,http://www.beerintheevening.com/pubs/s/11/11799/Hobgoblin/Marylebone,
3308,"8 Dorset Street, London, W1U 6QW",Marylebone High Street,,,Sky TV;Quiz machines;Outside seating,pub: 29;bar: 19;pint: 18;place: 16;visit: 15;good: 15;little: 13;beer: 13;old: 12;staff: 11;great: 10;one: 9;boozer: 9;beers: 8;real: 8,1498831315,51.5197466007231,-0.155642609134627,The Barley Mow,[],Baker Street;Marylebone;Marble Arch,Cities of London and Westminster,W1U 6QW,2121,http://www.beerintheevening.com/pubs/s/21/2121/Barley_Mow/Marylebone,
3309,"29A James Street, London, W1M 5HY",,,,Pool table,bar: 2;thanks: 1;like: 1;great: 1;seems: 1;atmosphere: 1;tourists: 1;beer: 1;took: 1;reef: 1;stayed: 1;smelt: 1;looked: 1;stock: 1;every: 1,1498831315,,,Three Cheers,[],Bond Street;Marble Arch;Oxford Circus,,,857,http://www.beerintheevening.com/pubs/s/85/857/Three_Cheers/Marylebone,
3310,"1 Portman Mews South, London, W1H 6HR",Marylebone High Street,,,Sky TV;Fruit machines;Food served;Real ale;Smoking area,pub: 18;good: 16;staff: 12;place: 11;pint: 9;get: 8;like: 8;oxford: 8;great: 7;street: 6;tuns: 6;three: 6;atmosphere: 6;well: 5;service: 5,1498831315,51.5145520180349,-0.155838024424982,The Three Tuns,[],Marble Arch;Bond Street;Baker Street,Cities of London and Westminster,W1H 6HR,852,http://www.beerintheevening.com/pubs/s/85/852/Three_Tuns/Marylebone,
3311,"137, Gloucester Place, London, NW1 5AL",Bryanston and Dorset Square,,,Sky TV;Big screen;Fruit machines;Quiz machines;Food served;Wireless internet access,pub: 39;good: 20;staff: 17;pint: 13;food: 13;place: 13;london: 12;beer: 11;nice: 11;football: 11;beers: 10;standard: 9;great: 8;friendly: 8;like: 8,1498831315,51.5223092440238,-0.160209488961315,The Allsop Arms,[],Marylebone;Baker Street;Edgware Road,Cities of London and Westminster,NW1 5AL,1592,http://www.beerintheevening.com/pubs/s/15/1592/Allsop_Arms/Marylebone,
3312,"Homer Street, Marylebone, London, W1H 4NA",Bryanston and Dorset Square,,,,,1498831315,51.5192014228016,-0.163880547121537,The Honey Pot,[],Marylebone;Edgware Road;Baker Street,Cities of London and Westminster,W1H 4NA,43134,http://www.beerintheevening.com/pubs/s/43/43134/Honey_Pot/Marylebone,
3313,"166 Capel Road, London, E12 5DB",Manor Park,15.0,6.6,Wireless internet access,pub: 23;flats: 7;beer: 6;garden: 6;good: 6;great: 6;lovely: 5;well: 5;nice: 5;real: 5;london: 5;wanstead: 4;get: 3;ales: 3;went: 3,1498831315,51.5546645472615,0.0450549723741264,The Golden Fleece,[],,East Ham,E12 5DB,4931,http://www.beerintheevening.com/pubs/s/49/4931/Golden_Fleece/Manor_Park,
3314,"386 High Street North, London, E12 6PH",East Ham North,10.0,4.5,Live music,pub: 10;place: 8;rock: 6;really: 5;music: 5;used: 5;friendly: 5;metal: 5;home: 5;good: 4;great: 4;ruskin: 4;staff: 4;night: 4;history: 4,1498831315,51.5441024387734,0.0499608040417277,The Ruskin Arms,[],,East Ham,E12 6PH,2466,http://www.beerintheevening.com/pubs/s/24/2466/Ruskin_Arms/Manor_Park,
3315,"Jack Cornwell Street, Manor Park, London, E12 5NN",Little Ilford,2.0,5.0,,rambo: 1;think: 1;vc: 1;give: 1;unless: 1;class: 1;would: 1;seaman: 1;real: 1;closed: 1;teeth: 1;reopened: 1;avoid: 1;named: 1;punch: 1,1498831316,51.5514685768765,0.064254882091783,The Victoria Cross,[],,East Ham,E12 5NN,17243,http://www.beerintheevening.com/pubs/s/17/17243/Victoria_Cross/Manor_Park,
3316,"5a Formosa Street, Maida Vale, London, W9 1EE",Little Venice,39.0,6.6,Food served;Credit cards accepted,pub: 33;bar: 22;like: 14;food: 13;good: 13;pubs: 12;restaurant: 11;area: 10;youngs: 10;back: 9;one: 8;staff: 8;dining: 7;great: 7;well: 7,1498831316,51.5246609848327,-0.184750934760784,The Prince Alfred,[],Warwick Avenue;Maida Vale;Royal Oak,Westminster North,W9 1EE,1336,http://www.beerintheevening.com/pubs/s/13/1336/Prince_Alfred/Maida_Vale,
3317,"28 Paddington Street, London, W1U 5QR",,,,Sky TV;Big screen;Fruit machines;Food served;Sunday roast;Outside seating,pub: 10;food: 9;place: 7;beer: 6;like: 4;good: 4;corner: 4;staff: 4;great: 4;one: 3;pubs: 3;maybe: 3;still: 3;efficient: 3;ive: 3,1498831316,,,The Apollo,[],Baker Street;Marylebone;Regent's Park,,W1U 5QR,8053,http://www.beerintheevening.com/pubs/s/80/8053/Apollo/Marylebone,
3318,"630, Romford Rd, London, E12 5AQ",Manor Park,8.0,5.8,,dont: 5;place: 4;well: 4;last: 3;closed: 3;know: 3;pub: 3;chavvy: 2;scene: 2;thoroughly: 2;really: 2;atmosphere: 2;since: 2;draft: 2;etc: 2,1498831316,51.5509025346296,0.0488385007203848,The William the Conqueror,[],,East Ham,E12 5AQ,16989,http://www.beerintheevening.com/pubs/s/16/16989/William_the_Conqueror/Manor_Park,
3319,"362 Harrow Road, London, W9 2HU",Harrow Road,9.0,5.0,,pub: 10;bar: 8;like: 6;place: 5;watch: 5;good: 5;local: 4;also: 4;football: 4;pint: 4;locals: 4;old: 4;beer: 3;behind: 3;london: 3,1498831316,51.523446477765,-0.196374612703291,The Neeld Arms,[],Westbourne Park;Royal Oak;Warwick Avenue,Westminster North,W9 2HU,30683,http://www.beerintheevening.com/pubs/s/30/30683/Neeld_Arms/Maida_Vale,
3320,"255, Elgin Avenue, London, W9 1NJ",Maida Vale,17.0,5.1,Food served,good: 14;great: 11;bar: 8;food: 7;pub: 7;staff: 6;elgin: 6;music: 5;like: 5;place: 5;always: 4;new: 4;pint: 4;much: 4;area: 4,1498831316,51.5302531523704,-0.185840483443269,The Elgin,[],Maida Vale;Warwick Avenue;Kilburn Park,Westminster North,W9 1NJ,4760,http://www.beerintheevening.com/pubs/s/47/4760/Elgin/Maida_Vale,
3321,"24 Aberdeen Place, St Johns Wood, London, NW8 8JR",Regent's Park,17.0,6.4,,pub: 18;great: 9;crockers: 9;real: 6;open: 6;one: 5;time: 5;used: 5;food: 5;like: 5;years: 5;people: 5;remember: 5;staff: 5;folly: 4,1498831316,51.525569386278,-0.17548865866783,Crockers Folly,[],Warwick Avenue;Edgware Road;Paddington,Westminster North,NW8 8JR,2721,http://www.beerintheevening.com/pubs/s/27/2721/Crockers_Folly/Maida_Vale,
3322,"46, Chippenham Rd, London, W9 2AF",Harrow Road,11.0,6.6,,pub: 7;food: 4;good: 4;real: 4;bar: 4;like: 3;place: 3;way: 3;quite: 3;quiet: 3;quality: 3;go: 3;better: 3;night: 3;drink: 3,1498831317,51.5243237134019,-0.197867986562263,The Skiddaw Hotel,[],Westbourne Park;Royal Oak;Warwick Avenue,Westminster North,W9 2AF,26224,http://www.beerintheevening.com/pubs/s/26/26224/Skiddaw_Hotel/Maida_Hill,
3323,"351 Harrow Road, London, W9 3RA",Westbourne,9.0,5.6,,pub: 9;bar: 5;good: 4;irish: 4;like: 3;place: 3;jack: 3;ale: 3;real: 3;guinness: 3;corner: 3;friendly: 3;pint: 3;though: 3;angies: 3,1498831317,51.5239186722246,-0.201358065316447,The Prince of Wales,[],Westbourne Park;Ladbroke Grove;Royal Oak,Westminster North,W9 3RA,22785,http://www.beerintheevening.com/pubs/s/22/22785/Prince_of_Wales/Maida_Hill,
3324,"518 Harrow Road, London, W9 3QA",Harrow Road,2.0,8.0,,pub: 4;like: 3;since: 3;friendly: 3;road: 2;took: 2;back: 2;place: 2;local: 2;harrow: 2;willy: 2;irish: 2;ive: 2;years: 2;union: 2,1498831317,51.5245739089065,-0.201865619996276,Kendricks Bar,[],Westbourne Park;Ladbroke Grove;Queens Park,Westminster North,W9 3QA,5906,http://www.beerintheevening.com/pubs/s/59/5906/Kendricks_Bar/Maida_Hill,
3325,"27, Wormwood St, London, EC2M 1RP",Bishopsgate,13.0,5.9,Outside seating,pub: 15;beer: 13;good: 11;bar: 11;great: 8;place: 8;city: 7;pool: 6;food: 6;arms: 5;dont: 5;reasonable: 5;summer: 5;bland: 5;garden: 5,1498831317,51.5164006799683,-0.082703489809606,The Kings Arms,[],Liverpool Street;Moorgate;Bank,Cities of London and Westminster,EC2M 1RP,3530,http://www.beerintheevening.com/pubs/s/35/3530/Kings_Arms/Liverpool_Street,
3326,"12 Elgin Avenue, Maida Hill, London, W9 3QP",Harrow Road,,,,estate: 2;shut: 2;wech: 1;playing: 1;like: 1;pub: 1;1995: 1;doubt: 1;could: 1;council: 1;housing: 1;build: 1;maybe: 1;part: 1;small: 1,1498831317,51.5242881713103,-0.200824550680952,Elephant and Castle,[],Westbourne Park;Ladbroke Grove;Royal Oak,Westminster North,W9 3QP,38799,http://www.beerintheevening.com/pubs/s/38/38799/Elephant_and_Castle/Maida_Hill,
3327,"Liverpool Street, London, EC2M 7QN",Bishopsgate,,,,pint: 11;good: 11;staff: 11;place: 10;guinness: 9;great: 8;beer: 8;bar: 7;pub: 7;one: 6;well: 6;like: 6;would: 6;george: 6;decent: 6,1498831317,51.5173256434921,-0.081525984809419,The George,[],Liverpool Street;Aldgate;Moorgate,Cities of London and Westminster,EC2M 7QN,270,http://www.beerintheevening.com/pubs/s/27/270/George/Liverpool_Street,
3328,"Unit 32, The Concourse, Liverpool Street station, London, EC2M 7PY",Bishopsgate,,,Fruit machines;Quiz machines;Food served;Real ale;Wireless internet access,pub: 56;good: 44;place: 37;beer: 36;one: 33;always: 32;service: 27;bar: 26;staff: 26;busy: 25;station: 25;like: 24;pint: 23;wetherspoons: 23;get: 21,1498831317,51.5184876808166,-0.0821978434369235,The Hamilton Hall,[],Liverpool Street;Moorgate;Aldgate,Cities of London and Westminster,EC2M 7PY,212,http://www.beerintheevening.com/pubs/s/21/212/Hamilton_Hall/Liverpool_Street,
3329,"82 Middlesex Street, London, E1 7EZ",Spitalfields & Banglatown,12.0,5.6,Quiz night;TV;Big screen;Pool table;Dartboard;Food served;Real ale;Cocktails;Dogs allowed;Credit cards accepted;Smoking area;Function room for hire;Wireless internet access;Air conditioning;Coach parties welcome;Disabled toilet,good: 6;bar: 6;real: 5;ale: 5;little: 4;quite: 4;nice: 4;pub: 4;drink: 4;one: 3;place: 3;food: 3;could: 3;watching: 3;table: 3,1498831317,51.5168769897882,-0.0766443158614821,The Poet Bar,[],Aldgate;Aldgate East;Liverpool Street,Bethnal Green and Bow,E1 7EZ,14380,http://www.beerintheevening.com/pubs/s/14/14380/Poet_Bar/Liverpool_St,http://www.thepoetbar.com
3330,"52 Church Street, London, NW8 8EP",Church Street,,,Jukebox;Fruit machines,much: 4;london: 3;pub: 3;crawl: 2;get: 2;put: 2;good: 2;ale: 2;real: 2;faint: 1;rate: 1;display: 1;doubt: 1;2006: 1;pretty: 1,1498831317,51.5240585578242,-0.169710813534268,The Traders Inn,[],Edgware Road;Marylebone;Baker Street,Westminster North,NW8 8EP,25538,http://www.beerintheevening.com/pubs/s/25/25538/Traders_Inn/Lisson_Grove,
3331,"19 Broadgate Circle, London, London, EC2M 2QS",Bishopsgate,,,Food served;Outside seating;Credit cards accepted,good: 4;little: 3;ice: 3;expensive: 3;bar: 3;rink: 3;staff: 3;one: 2;work: 2;walk: 2;place: 2;day: 2;go: 2;drinks: 2;wine: 2,1498831317,51.5186935429512,-0.0837891345730301,Corney and Barrow,[],Liverpool Street;Moorgate;Bank,Cities of London and Westminster,EC2M 2QS,12121,http://www.beerintheevening.com/pubs/s/12/12121/Corney_and_Barrow/Liverpool_Street,
3332,"London Wall Building 4, Blomfield Street, Liverpool Street, London, EC2M 5NT",Coleman Street,,,,great: 3;german: 2;rammed: 1;three: 1;several: 1;exclusively: 1;beer: 1;back: 1;bavarian: 1;busy: 1;summer: 1;first: 1;usually: 1;atmosphere: 1;call: 1,1498831317,51.5171810978426,-0.0853371927472721,Bierschenke,[],Liverpool Street;Moorgate;Bank,Cities of London and Westminster,EC2M 5NT,43977,http://www.beerintheevening.com/pubs/s/43/43977/Bierschenke/Liverpool_Street,
3333,"76 Narrow Street, Limehouse, London, E14 8BP",Limehouse,,,Food served;Sunday roast;Real ale;Riverside location;Outside seating;Dogs allowed;Credit cards accepted,pub: 94;good: 45;great: 36;bar: 30;little: 30;fish: 27;food: 26;well: 24;river: 23;place: 22;area: 21;back: 20;thames: 17;nice: 17;friendly: 17,1498831318,51.5085455484224,-0.0330137145306766,The Grapes,[],,Poplar and Limehouse,E14 8BP,1481,http://www.beerintheevening.com/pubs/s/14/1481/Grapes/Limehouse,http://www.thegrapes.co.uk
